id,hhb,hbo2,ca,na
12409,8.091919,4.0756626,8.834586,2.9576151
12410,8.21995,4.09943,8.949585,2.9857872
12411,8.229703,4.1087537,8.921257,2.9714868
12412,8.166757,4.0850625,8.889279,2.9692879
12413,7.91957,4.1335945,8.858779,3.0213764
12414,8.239529,4.1082826,8.926316,2.9728866
12415,8.073342,4.049429,8.891239,2.9848046
12416,8.201921,4.141383,8.948783,3.0013022
12417,7.9824295,4.0579405,8.88104,3.0060182
12418,8.078884,4.07769,8.946897,3.0151172
12419,8.137812,4.062094,8.894022,2.967461
12420,8.216953,4.1057014,8.9120455,2.9709122
12421,8.223168,4.1028366,8.957216,2.9895122
12422,8.295999,4.159817,9.030393,3.0122702
12423,8.102239,4.0527644,8.89157,2.9796515
12424,8.2105055,4.1309466,8.969536,3.0039146
12425,8.018941,4.056027,8.897694,3.005277
12426,8.2750025,4.1617928,8.984166,3.0001128
12427,8.289727,4.167554,8.981564,2.997371
12428,8.124061,4.0490875,8.917282,2.9854035
12429,8.006749,4.0586777,8.891656,3.0056686
12430,8.24308,4.160097,8.967042,3.0018458
12431,8.15951,4.0894156,8.9481945,2.9898555
12432,8.181067,4.141761,8.942655,3.004058
12433,7.9743485,4.052522,8.871809,3.0019765
12434,8.247891,4.160906,8.979834,3.006343
12435,8.308461,4.179925,8.992051,2.9968958
12436,8.270162,4.1409454,8.989514,3.0013614
12437,8.288047,4.1392064,9.00278,2.997672
12438,8.108688,4.04048,8.900032,2.980359
12439,7.947871,4.061243,8.86232,3.0060909
12440,8.26872,4.1442237,8.98831,3.002001
12441,8.25854,4.1654096,8.982881,3.0050094
12442,8.179692,4.079522,8.925221,2.9811509
12443,7.9904523,4.070894,8.886766,3.0109022
12444,8.061104,4.0460405,8.887676,2.9865446
12445,8.014355,4.0901318,8.88726,3.0082266
12446,8.022793,4.0463467,8.885779,2.995617
12447,8.224006,4.11535,8.968838,2.9979131
12448,8.279687,4.159968,8.98304,2.9990962
12449,8.257595,4.111568,8.932971,2.97033
12450,8.141005,4.11773,8.911522,2.9952307
12451,8.237802,4.098951,8.95338,2.9840288
12452,8.244687,4.10506,8.9716425,2.9931495
12453,8.087659,4.0340686,8.891037,2.9788952
12454,8.232617,4.13339,8.973648,3.0021296
12455,8.21071,4.124149,8.958061,2.9961324
12456,8.1033745,4.0550513,8.890255,2.9785864
12457,8.1712885,4.0679417,8.935531,2.987494
12458,8.106164,4.0629034,8.854336,2.960862
12459,8.035813,4.042837,8.887272,2.9929488
12460,8.16998,4.1228952,8.941493,3.0026948
12461,8.188599,4.139289,8.953995,3.006519
12462,8.2586565,4.1364665,8.988202,3.0005052
12463,8.13403,4.0641284,8.885524,2.971069
12464,8.236102,4.099817,8.957161,2.9867494
12465,8.21197,4.1340895,8.956706,2.9998753
12466,8.13721,4.0977125,8.85559,2.9660375
12467,8.341921,4.189872,9.007602,2.9937882
12468,8.273568,4.1397963,8.982342,2.9976506
12469,8.205818,4.0761566,8.927671,2.9746165
12470,8.327982,4.1838684,8.99454,2.9878235
12471,8.300065,4.1776834,9.002493,3.005122
12472,8.120487,4.07153,8.960709,3.0075903
12473,8.277531,4.12438,8.948869,2.9748547
12474,8.240348,4.1062446,8.946923,2.9802186
12475,8.060554,4.0526867,8.915608,3.0005746
12476,8.1644535,4.0722504,8.919093,2.9816258
12477,8.260459,4.1448665,8.999421,3.0049896
12478,8.256444,4.152322,8.977866,3.0015752
12479,8.157006,4.071867,8.915356,2.981344
12480,8.210966,4.0844994,8.950051,2.9871259
12481,8.274005,4.12968,8.987143,2.9971273
12482,8.224406,4.1213994,8.968835,2.9988892
12483,8.253372,4.148764,8.985539,3.0061462
12484,8.086027,4.0622034,8.8755865,2.9731233
12485,7.9199867,4.1192546,8.85944,3.0195699
12486,8.060514,4.0491867,8.9043255,2.9932752
12487,8.104336,4.0522213,8.890794,2.9788191
12488,8.254554,4.1370807,8.993792,3.0034966
12489,8.213656,4.1201925,8.964655,2.9998982
12490,8.014845,4.090934,8.889498,3.0094175
12491,8.185561,4.0818133,8.890146,2.9622319
12492,8.233924,4.1268334,8.977155,3.0007188
12493,8.01475,4.0891476,8.888483,3.0090132
12494,8.226208,4.145219,8.961905,3.0010743
12495,8.209006,4.081553,8.953029,2.9887702
12496,8.016128,4.091652,8.89021,3.0088096
12497,8.020243,4.0928044,8.893891,3.0101936
12498,8.254239,4.118128,8.974394,2.9943173
12499,8.025518,4.04027,8.881764,2.9924977
12500,8.321566,4.187408,9.013789,3.0051563
12501,8.233049,4.0982523,8.959201,2.9889543
12502,8.2013035,4.1243777,8.959372,3.001797
12503,8.142265,4.0480833,8.909988,2.9768414
12504,8.276794,4.134469,8.985784,2.9973025
12505,8.311204,4.179277,8.987508,2.9949641
12506,8.212401,4.1434736,8.968433,3.006765
12507,8.2548485,4.152729,8.981625,3.0042264
12508,8.240418,4.0944924,8.934207,2.9716601
12509,8.255573,4.1641006,8.978591,3.0039294
12510,8.046534,4.042211,8.890687,2.9908004
12511,8.216452,4.0972548,8.933905,2.9789941
12512,8.2984085,4.166264,8.986655,2.9972026
12513,8.205744,4.0724382,8.92118,2.9702084
12514,8.286351,4.133665,8.996027,2.9944253
12515,8.214309,4.1499743,8.955729,3.0025706
12516,8.052538,4.0466185,8.8963175,2.9923816
12517,8.232452,4.1337495,8.976019,3.0033069
12518,8.259607,4.127555,8.926144,2.9723523
12519,8.010203,4.11587,8.884859,3.017294
12520,8.289597,4.173375,8.986967,2.9992998
12521,8.250783,4.128494,8.978554,2.9992065
12522,7.970656,4.1429386,8.858982,3.016593
12523,8.221544,4.1349154,8.960424,3.0010326
12524,8.091957,4.074786,8.836439,2.9594886
12525,8.199051,4.078565,8.948769,2.9892051
12526,8.090913,4.0513797,8.886509,2.9795992
12527,8.253063,4.1176996,8.970194,2.9908679
12528,8.25518,4.1209426,8.979015,2.9934592
12529,8.020028,4.0918956,8.89186,3.0089307
12530,8.081414,4.032724,8.890709,2.9796906
12531,8.035364,4.0478725,8.890573,2.9942858
12532,8.088199,4.044854,8.928929,2.999407
12533,8.056713,4.042355,8.9114485,2.9998531
12534,8.09228,4.0520005,8.851796,2.9643028
12535,8.340346,4.194352,9.022996,3.0039918
12536,8.214015,4.1274915,8.960254,3.0008662
12537,8.197046,4.145675,8.949948,3.003168
12538,8.22011,4.0903163,8.955137,2.9869797
12539,8.186498,4.095162,8.874541,2.958736
12540,7.9764686,4.0543227,8.873427,3.003065
12541,8.260738,4.1612797,8.984489,3.004958
12542,8.207195,4.121531,8.960982,3.0014455
12543,8.278196,4.1510077,8.988364,3.0004048
12544,8.190548,4.0896597,8.901827,2.970374
12545,8.074878,4.046724,8.890255,2.982965
12546,8.13899,4.0813394,8.870621,2.9676623
12547,8.213346,4.0777507,8.93934,2.9791014
12548,8.017026,4.0907154,8.8900795,3.009647
12549,8.093371,4.053993,8.875897,2.9737294
12550,8.243444,4.1044397,8.96671,2.990725
12551,8.20764,4.1233907,8.960572,3.0010371
12552,8.270912,4.1623774,8.9809265,3.001176
12553,8.246753,4.110728,8.968672,2.9900763
12554,8.214859,4.1035953,8.956435,2.9929895
12555,8.117026,4.044171,8.88299,2.9686847
12556,8.262273,4.1286435,8.988178,2.9973924
12557,8.093698,4.0412054,8.90818,2.9839175
12558,8.228051,4.1080256,8.962698,2.9911091
12559,8.1626005,4.076178,8.898168,2.9731948
12560,8.2436695,4.1120505,8.968899,2.9927018
12561,8.0702715,4.047076,8.923961,3.003562
12562,8.322061,4.142438,8.99396,2.9860759
12563,8.295539,4.160421,8.983514,2.9958482
12564,8.266096,4.124873,8.982447,2.996863
12565,8.222286,4.1266384,8.966979,3.0008914
12566,8.081334,4.103645,8.872983,2.989533
12567,8.080799,4.0509453,8.906429,2.9884174
12568,8.121098,4.0615296,8.856138,2.9613771
12569,8.066689,4.0465207,8.888991,2.9851942
12570,8.210874,4.1127706,8.961837,2.9983013
12571,8.111544,4.047117,8.911841,2.9872804
12572,8.294962,4.1696906,8.990487,2.9985719
12573,8.136392,4.1225786,8.921644,3.0017393
12574,8.275335,4.1389546,9.002569,3.0015323
12575,8.0035305,4.06315,8.897024,3.0107627
12576,8.178565,4.1148567,8.940341,2.998835
12577,7.980516,4.069273,8.884384,3.0102658
12578,8.023622,4.0915136,8.895817,3.0099022
12579,8.147008,4.1104007,8.919199,2.9943054
12580,8.222854,4.1285667,8.965679,3.000252
12581,8.209247,4.0929174,8.934376,2.9802876
12582,8.200924,4.096423,8.886758,2.961368
12583,8.278601,4.1579366,8.989595,3.0027292
12584,8.278248,4.1348476,8.989272,2.9948313
12585,8.211987,4.1362576,8.965461,3.0057685
12586,8.0215845,4.09504,8.895263,3.010335
12587,8.114956,4.063019,8.907401,2.9851296
12588,8.163676,4.053354,8.920406,2.9791093
12589,8.294302,4.163886,8.975955,2.9929469
12590,8.253474,4.1511493,8.973081,3.0000367
12591,8.171408,4.086988,8.890217,2.9693744
12592,8.262586,4.115734,8.978875,2.9939454
12593,8.178555,4.0582004,8.920842,2.9755437
12594,8.159008,4.0787883,8.886038,2.9695642
12595,8.2853775,4.1666064,8.989496,3.0003014
12596,8.115359,4.0643106,8.941415,2.9993372
12597,8.19836,4.1219187,8.952255,2.999374
12598,8.29498,4.170129,8.975549,2.9926865
12599,8.247668,4.160511,8.972432,3.003367
12600,8.219989,4.1305404,8.973218,3.0022213
12601,8.114349,4.0765634,8.960798,3.0143917
12602,8.203514,4.14269,8.971818,3.0103588
12603,8.186333,4.131869,8.948558,3.0043864
12604,8.234508,4.100512,8.959157,2.988028
12605,8.303218,4.179707,8.99225,2.9994717
12606,8.139887,4.067273,8.913008,2.9836335
12607,8.284736,4.170533,8.986979,2.9999886
12608,8.105441,4.058459,8.89027,2.9786806
12609,8.230366,4.137992,8.966318,3.0002015
12610,8.246419,4.155875,8.981099,3.0067074
12611,8.087781,4.0357285,8.897448,2.9834826
12612,8.241439,4.1297946,8.973825,2.998392
12613,8.128468,4.0912976,8.850021,2.9648938
12614,8.296158,4.1733947,8.977334,2.9928527
12615,8.142008,4.060003,8.928884,2.99038
12616,8.102019,4.0493684,8.93989,3.0028236
12617,7.9192553,4.1266117,8.859933,3.0206654
12618,8.087441,4.1030188,8.877441,2.990108
12619,8.188445,4.1427517,8.94254,3.0025158
12620,7.996092,4.059395,8.88667,3.0055392
12621,8.291589,4.1624665,8.975489,2.9934337
12622,8.170093,4.1374865,8.948425,3.0068736
12623,8.184064,4.0826864,8.907318,2.9722412
12624,8.238987,4.1448784,8.976595,3.0046296
12625,8.258155,4.1183543,8.976473,2.9941614
12626,8.182866,4.111523,8.943141,2.9978483
12627,8.255342,4.1211047,8.975363,2.9951048
12628,7.9288783,4.080171,8.859818,3.0117435
12629,8.212431,4.1533256,8.96115,3.0061612
12630,8.155839,4.1289535,8.933048,3.003679
12631,8.248111,4.1281815,8.977061,2.9986613
12632,8.175408,4.127778,8.938183,3.0005274
12633,8.281361,4.1253157,8.949015,2.972481
12634,8.010251,4.0574794,8.893245,3.0047774
12635,8.276591,4.145319,8.9879265,3.0003827
12636,8.173858,4.130747,8.935094,3.0007472
12637,8.075239,4.047143,8.889829,2.9827075
12638,8.095497,4.0350647,8.8974695,2.9800534
12639,8.18861,4.083533,8.9247465,2.9796133
12640,8.220629,4.0859914,8.938725,2.977584
12641,8.289309,4.1710987,8.985385,2.9985619
12642,8.264275,4.159193,8.986746,3.0053568
12643,8.264353,4.11736,8.963529,2.9833653
12644,8.098137,4.0290155,8.907799,2.9830794
12645,8.018466,4.094916,8.894749,3.011291
12646,8.26472,4.1620855,8.985114,3.004304
12647,8.07828,4.0346875,8.89229,2.9821935
12648,8.279323,4.173072,8.985626,3.0014977
12649,8.290003,4.1478167,8.988276,2.9971342
12650,8.284122,4.1629667,8.947647,2.9772568
12651,8.019448,4.0883756,8.89077,3.0086527
12652,8.084545,4.064864,8.929654,3.0068944
12653,8.356384,4.1986938,9.025692,2.9999194
12654,8.062398,4.0435934,8.890272,2.9876764
12655,8.284615,4.163573,8.98728,3.0007894
12656,7.985348,4.049543,8.875927,3.0015705
12657,7.9874988,4.0726476,8.885726,3.0110815
12658,8.05065,4.0482473,8.890707,2.990172
12659,7.9463096,4.07203,8.86541,3.009529
12660,8.279512,4.170251,8.985619,3.0007627
12661,8.077074,4.0538654,8.920996,2.9992757
12662,8.132399,4.0603333,8.95527,2.9990606
12663,8.002384,4.0443177,8.877522,2.9963446
12664,8.282621,4.1290703,8.975621,2.9858067
12665,8.071661,4.0375814,8.915689,2.9965513
12666,8.30302,4.172932,8.991183,2.9972584
12667,8.066925,4.0350575,8.889222,2.9840884
12668,8.090173,4.0499787,8.882413,2.9781628
12669,7.9392724,4.133594,8.870397,3.024435
12670,8.18422,4.076718,8.892328,2.9619915
12671,8.05585,4.0415344,8.892144,2.9916244
12672,8.237243,4.1042895,8.963485,2.9912584
12673,8.068314,4.033178,8.892768,2.9849463
12674,8.205541,4.126058,8.959075,3.0016997
12675,8.246819,4.116857,8.969038,2.9921882
12676,7.9538465,4.0628486,8.867232,3.0062947
12677,8.225073,4.0869126,8.949805,2.9825392
12678,7.919216,4.1189175,8.858973,3.0203922
12679,8.242672,4.1176515,8.966609,2.992454
12680,7.976129,4.0543156,8.87301,3.0038345
12681,8.040444,4.0437155,8.889984,2.9931147
12682,8.258786,4.120141,8.97994,2.9960024
12683,8.01828,4.092379,8.891897,3.0102515
12684,8.23861,4.1412926,8.98033,3.0059264
12685,8.053587,4.0446215,8.895313,2.990857
12686,8.059951,4.0446863,8.893051,2.9882026
12687,8.018269,4.090898,8.8911915,3.0095632
12688,8.206653,4.130878,8.967225,3.003924
12689,8.010514,4.05779,8.894139,3.0059848
12690,8.02558,4.04075,8.885194,2.9935539
12691,8.123648,4.0421033,8.902769,2.9746132
12692,8.25649,4.156965,8.985025,3.006551
12693,8.121094,4.064528,8.849602,2.9587927
12694,8.048668,4.0368795,8.883194,2.986108
12695,8.081467,4.0562415,8.865605,2.9714916
12696,8.295028,4.171689,8.986894,2.9979444
12697,7.9987807,4.0436044,8.877182,2.9977634
12698,8.146461,4.079577,8.935729,2.9853978
12699,8.208222,4.1477256,8.957204,3.0040522
12700,8.2988,4.1644206,8.979087,2.9936736
12701,8.222245,4.136985,8.971577,3.005531
12702,8.167799,4.078554,8.91159,2.97697
12703,8.320503,4.1381383,8.995752,2.9856663
12704,8.285323,4.162414,8.984219,2.9974651
12705,8.104412,4.112671,8.8969345,2.9966037
12706,8.301312,4.178328,8.989593,2.9986537
12707,8.047923,4.033613,8.89165,2.9906223
12708,8.168748,4.126456,8.932611,2.9998574
12709,8.024335,4.0432515,8.892113,2.998632
12710,8.227998,4.1204767,8.973252,2.999582
12711,8.270181,4.1617756,8.984993,3.0030334
12712,8.2408,4.1397166,8.988436,3.0052042
12713,8.073089,4.0565987,8.922331,2.9967706
12714,7.975881,4.066242,8.877827,3.0088081
12715,8.106834,4.047603,8.910606,2.9814343
12716,8.271828,4.1380177,8.985067,2.9992208
12717,8.099858,4.0444994,8.881994,2.9721925
12718,8.083975,4.05278,8.86981,2.9723926
12719,8.247883,4.1305547,8.977195,3.000292
12720,8.235776,4.101381,8.959288,2.9878116
12721,8.066338,4.0344205,8.893199,2.9861507
12722,8.237713,4.140692,8.969387,3.0002544
12723,8.105584,4.0709453,8.95552,3.0119739
12724,8.275188,4.147167,8.98557,3.0001266
12725,8.022857,4.049292,8.899524,3.003576
12726,8.1142645,4.0390296,8.928587,2.9898105
12727,8.219473,4.0897,8.957613,2.989934
12728,8.182388,4.082867,8.921265,2.9796906
12729,8.21626,4.1124454,8.963458,2.9973404
12730,8.192041,4.0856743,8.931335,2.981964
12731,8.289612,4.151995,8.988588,2.998566
12732,8.106614,4.1169143,8.888241,2.9930549
12733,8.178167,4.082615,8.924848,2.9822745
12734,8.224344,4.148476,8.962727,3.0030377
12735,8.166575,4.077542,8.921197,2.982333
12736,8.183557,4.1224627,8.945909,3.000094
12737,8.264517,4.1243715,8.977709,2.9949052
12738,8.001871,4.047166,8.879348,2.9987645
12739,8.007031,4.0448637,8.881523,2.998048
12740,8.017759,4.092047,8.892406,3.00972
12741,8.262296,4.136965,8.982476,2.999238
12742,8.045768,4.059008,8.913072,3.0055115
12743,8.277409,4.1410713,8.985071,2.9988058
12744,8.237312,4.108639,8.964269,2.9903417
12745,8.1720085,4.081629,8.877819,2.9613142
12746,8.111658,4.066579,8.860991,2.9664886
12747,8.001426,4.0430107,8.877773,2.9976325
12748,8.108946,4.067621,8.848504,2.9589665
12749,8.024448,4.106741,8.882197,3.0109622
12750,8.2533455,4.1621203,8.964976,2.9980454
12751,8.075682,4.0421243,8.899955,2.9881325
12752,8.066486,4.0555625,8.921573,3.00252
12753,8.117377,4.0665,8.947337,3.003903
12754,8.200297,4.07665,8.949592,2.9881449
12755,8.245447,4.135282,8.9845915,3.0019891
12756,8.000132,4.111989,8.897224,3.022671
12757,8.106113,4.040901,8.887031,2.9724767
12758,8.0982275,4.0666323,8.859777,2.9685767
12759,8.157919,4.0652423,8.881626,2.963114
12760,8.034836,4.0400205,8.864393,2.9799843
12761,8.120095,4.080086,8.842209,2.9590542
12762,8.180548,4.0847387,8.910041,2.9741805
12763,8.144516,4.0598593,8.87756,2.9633472
12764,8.219907,4.082132,8.945545,2.9820406
12765,8.068025,4.043316,8.902141,2.9881966
12766,7.977543,4.0612082,8.881247,3.0084133
12767,8.058367,4.0664916,8.916515,3.0085967
12768,8.24232,4.1083965,8.967337,2.9925108
12769,8.285803,4.177838,8.998264,3.0065393
12770,8.2674055,4.1562934,8.985105,3.0028338
12771,8.295673,4.148172,9.013838,3.0036938
12772,8.106886,4.0479884,8.910691,2.9872603
12773,8.071889,4.0339155,8.8897915,2.9823713
12774,8.194115,4.082448,8.896392,2.9628594
12775,8.019011,4.090412,8.891806,3.0098596
12776,8.143861,4.0464435,8.897486,2.9685123
12777,8.223205,4.0948315,8.925032,2.9731324
12778,8.014238,4.0904875,8.888185,3.009324
12779,8.220134,4.155128,8.965928,3.0070117
12780,8.127979,4.062764,8.906646,2.9830365
12781,8.274938,4.123872,8.959167,2.9795983
12782,8.140585,4.0888815,8.849976,2.9612029
12783,8.053705,4.061185,8.915478,3.0070426
12784,8.168453,4.123783,8.930949,2.9993503
12785,8.16898,4.0763597,8.901944,2.9732587
12786,8.175127,4.130627,8.929567,2.9978132
12787,8.248271,4.122542,8.974972,2.9967887
12788,8.203941,4.1248136,8.958341,3.0015225
12789,8.095187,4.044666,8.872061,2.9687326
12790,8.231338,4.133972,8.982599,3.0043097
12791,8.226807,4.0968046,8.922042,2.9706507
12792,8.201104,4.079829,8.951379,2.9892857
12793,8.0432825,4.049972,8.899268,2.9965026
12794,8.170065,4.079875,8.931587,2.9868214
12795,8.212935,4.1331377,8.956757,3.000639
12796,8.199712,4.077347,8.944925,2.9857178
12797,7.9773746,4.0670357,8.881437,3.0083396
12798,8.315763,4.145611,9.005721,2.9941018
12799,8.142997,4.066059,8.907392,2.9794304
12800,8.2784815,4.158453,8.985368,3.000273
12801,8.198603,4.124929,8.957821,3.0013437
12802,8.252444,4.1016955,8.965117,2.983868
12803,8.132461,4.041764,8.891838,2.9693968
12804,8.214572,4.1194487,8.965501,3.0000057
12805,7.985213,4.0521474,8.87689,3.0016549
12806,8.025574,4.1094203,8.88249,3.0114763
12807,8.0300255,4.046273,8.891835,2.9940848
12808,8.026174,4.044904,8.888024,2.9961364
12809,8.282052,4.163654,8.987101,2.9998817
12810,8.241761,4.113133,8.965038,2.9920483
12811,8.213477,4.0972047,8.951883,2.9882333
12812,8.242606,4.10708,8.966437,2.9913445
12813,8.074303,4.0474515,8.902869,2.9906213
12814,8.223897,4.150358,8.978688,3.0091035
12815,8.08324,4.070739,8.880895,2.9756136
12816,8.291211,4.1533194,8.986303,2.997189
12817,8.199072,4.1320696,8.963034,3.0044694
12818,8.31408,4.184327,9.000954,3.0003717
12819,8.277541,4.1485567,9.006863,3.006221
12820,8.161808,4.1241646,8.933197,2.9998968
12821,8.078474,4.0362144,8.891418,2.9822936
12822,8.019321,4.091073,8.890887,3.0096507
12823,8.093388,4.0557714,8.892596,2.9823344
12824,8.088457,4.060412,8.884019,2.9751513
12825,7.983205,4.1391063,8.862293,3.0155058
12826,8.21481,4.1290183,8.95858,3.0004616
12827,7.9746304,4.053473,8.872642,3.00293
12828,8.073027,4.046493,8.900423,2.9881809
12829,8.0337105,4.0478206,8.890927,2.9962454
12830,8.260679,4.119909,8.981392,2.9940944
12831,8.028702,4.040311,8.885631,2.9939363
12832,8.266213,4.1406274,8.997334,3.0038621
12833,8.225355,4.0893817,8.954902,2.9856882
12834,8.304171,4.176441,8.985792,2.9947283
12835,8.006103,4.052487,8.886353,3.0015314
12836,8.3058815,4.1491303,9.014619,3.000611
12837,8.236842,4.101289,8.956802,2.9865324
12838,8.190918,4.113029,8.94955,2.9991665
12839,8.230627,4.1181383,8.9709635,2.9978576
12840,8.083834,4.0514603,8.882497,2.9767857
12841,8.125921,4.0447936,8.893526,2.9716554
12842,8.208125,4.1368966,8.972676,3.007512
12843,8.092273,4.046088,8.932708,3.001914
12844,8.042607,4.0460005,8.893021,2.993598
12845,8.225166,4.1242847,8.973887,2.9997928
12846,8.068311,4.039661,8.914275,2.99681
12847,8.147546,4.0712094,8.911589,2.9805784
12848,8.240622,4.1118355,8.964452,2.9908216
12849,8.241448,4.1037507,8.958398,2.98578
12850,8.204572,4.1306715,8.953178,3.0003417
12851,8.083561,4.074092,8.843734,2.9670112
12852,7.9945793,4.0476575,8.877584,2.9987266
12853,8.177332,4.079013,8.981151,3.0006607
12854,8.299271,4.168686,8.984198,2.9960456
12855,8.283954,4.152141,8.987126,2.9985917
12856,8.248103,4.1253843,8.973213,2.9955497
12857,8.076776,4.0464387,8.906356,2.9863906
12858,8.296005,4.1821637,9.004158,3.0066903
12859,8.220989,4.1483407,8.970421,3.006401
12860,8.252219,4.104152,8.946291,2.9762883
12861,8.225569,4.118656,8.97012,2.9988637
12862,8.278044,4.1619377,8.986813,3.0018058
12863,8.276685,4.1627665,8.9846,3.0014026
12864,8.262324,4.124733,8.983107,2.9936006
12865,8.102333,4.0347667,8.890704,2.9758425
12866,8.007894,4.042333,8.878174,2.9959688
12867,8.271976,4.1312566,8.993701,2.9979594
12868,8.206094,4.0898757,8.928021,2.9775846
12869,8.182313,4.0878353,8.888411,2.96468
12870,8.277872,4.124585,8.962176,2.981691
12871,8.221972,4.1317234,8.972798,3.003114
12872,8.171942,4.058953,8.905562,2.9681883
12873,8.293415,4.126745,8.967414,2.979726
12874,8.02004,4.0424767,8.883175,2.9928267
12875,8.17013,4.081347,8.898982,2.9724693
12876,8.272179,4.1360316,8.982002,2.9965203
12877,8.240034,4.1461854,8.983143,3.006789
12878,8.271878,4.1548634,8.98969,3.0037255
12879,8.32609,4.1479263,9.014165,2.9950929
12880,8.198815,4.126792,8.952108,3.000384
12881,8.106141,4.079524,8.846837,2.96473
12882,8.213511,4.103633,8.905988,2.968117
12883,8.20368,4.122741,8.960762,3.0012007
12884,8.235472,4.152615,8.972784,3.0048056
12885,8.07975,4.039089,8.892967,2.9843547
12886,8.288674,4.1630273,8.989399,3.0005352
12887,8.019706,4.042962,8.888013,2.9976382
12888,8.022928,4.052767,8.900552,3.0064168
12889,8.098653,4.046808,8.866765,2.967295
12890,8.241329,4.1392155,8.970318,3.0003066
12891,8.255708,4.1211205,8.978037,2.9961407
12892,8.287041,4.1675096,8.963931,2.9891095
12893,8.016901,4.094017,8.891849,3.010614
12894,8.222671,4.0879416,8.953851,2.9855022
12895,8.171542,4.113453,8.935338,2.9968586
12896,7.982548,4.0762234,8.888999,3.014252
12897,8.0183,4.0906796,8.893485,3.0098648
12898,8.256697,4.1528883,8.983128,3.0043323
12899,8.247436,4.1482096,8.982838,3.0062463
12900,8.2952585,4.1702566,8.988982,2.998875
12901,8.003781,4.0724077,8.897727,3.013301
12902,8.234212,4.1590786,8.970305,3.0047197
12903,8.152119,4.131302,8.924343,3.0011914
12904,7.968842,4.0877237,8.88383,3.017334
12905,8.221213,4.1359224,8.975315,3.004846
12906,8.222561,4.1352067,8.971396,3.004096
12907,8.303833,4.1495113,9.014878,3.00116
12908,8.261617,4.125352,8.977172,2.99286
12909,8.349115,4.197186,9.025259,3.0018423
12910,8.114249,4.0385127,8.890528,2.9719253
12911,8.198428,4.0795727,8.949393,2.9883335
12912,8.01205,4.0903854,8.887204,3.0088098
12913,8.099195,4.041252,8.893229,2.9761853
12914,7.9991984,4.046576,8.877831,2.9983628
12915,8.168152,4.0582438,8.915035,2.9751313
12916,8.016194,4.0933323,8.890132,3.0102541
12917,8.279771,4.1576653,8.977157,2.995412
12918,8.041788,4.0344276,8.884339,2.9881961
12919,8.093273,4.0391765,8.915189,2.9886842
12920,8.304806,4.14434,9.010504,2.998181
12921,8.13956,4.1087227,8.914651,2.9947588
12922,8.336311,4.1861258,8.996374,2.988422
12923,8.206026,4.0993986,8.954235,2.9911902
12924,8.233072,4.1542115,8.97429,3.0065777
12925,8.02724,4.037375,8.881963,2.9911697
12926,8.293141,4.168927,8.992332,3.00099
12927,8.282825,4.1600447,8.977902,2.9950488
12928,8.192359,4.0747237,8.944942,2.987026
12929,8.01412,4.090976,8.889473,3.009766
12930,8.164923,4.1345544,8.932689,3.0024495
12931,8.2746105,4.126215,8.976026,2.9883363
12932,8.224635,4.136413,8.961549,3.0007346
12933,8.036745,4.047714,8.886977,2.9933882
12934,8.247876,4.1351585,8.9898205,3.0036
12935,8.17377,4.079762,8.982968,3.003036
12936,8.291575,4.147836,8.986134,2.9954774
12937,8.24203,4.1304927,8.981122,3.0001252
12938,8.245158,4.1145935,8.967851,2.9931886
12939,8.116873,4.120528,8.912366,3.0011122
12940,8.013181,4.091589,8.8893585,3.0097682
12941,8.220014,4.13634,8.968699,3.0047522
12942,8.25687,4.117552,8.969981,2.9889574
12943,8.212074,4.095794,8.899772,2.9645448
12944,8.013116,4.089709,8.887105,3.0084193
12945,8.117622,4.0438957,8.905763,2.9809802
12946,8.270786,4.107858,8.968642,2.9819956
12947,8.2987795,4.1759977,8.990839,2.998918
12948,8.175205,4.1253448,8.940818,3.001067
12949,8.099913,4.105377,8.887711,2.9925065
12950,8.240072,4.1418333,8.971497,3.0016034
12951,8.177805,4.079497,8.888399,2.9628944
12952,8.232971,4.1149716,8.970374,2.9958708
12953,8.08327,4.101468,8.869924,2.9868586
12954,8.087924,4.0533156,8.893695,2.9835463
12955,8.133068,4.0652246,8.88506,2.9723444
12956,8.213108,4.1262336,8.960299,2.9999666
12957,8.015789,4.092514,8.890482,3.0096664
12958,8.103754,4.046131,8.939784,3.0007968
12959,8.12609,4.1142225,8.906071,2.9930778
12960,8.209895,4.1018043,8.957924,2.9941547
12961,8.009632,4.052302,8.889202,3.001364
12962,8.193397,4.128179,8.9551525,3.002049
12963,8.265077,4.1442986,8.987,3.002854
12964,8.199616,4.141855,8.944926,3.000433
12965,8.114618,4.0457964,8.928743,2.988966
12966,7.9637136,4.0556803,8.867135,3.003382
12967,8.206495,4.1407356,8.952362,3.001411
12968,8.2941,4.1504717,8.9884815,2.996829
12969,8.313352,4.1811395,9.005227,3.0019617
12970,8.115034,4.0381107,8.887315,2.9702814
12971,8.320839,4.18488,9.006841,3.0003383
12972,8.132384,4.1264977,8.905138,2.9960928
12973,8.230107,4.1259527,8.967849,2.9977891
12974,8.18326,4.134699,8.96132,3.0071473
12975,7.9636965,4.0610213,8.869912,3.0052178
12976,8.253521,4.119637,8.977912,2.9933429
12977,8.227728,4.0979953,8.95508,2.9865031
12978,8.19258,4.120801,8.950495,2.9985492
12979,8.075964,4.058971,8.85798,2.9699724
12980,8.020549,4.0918922,8.893631,3.0092173
